FECHA_ACCIDENTE,Y,CLASE_ACCIDENTE
2021-10-24,13,Atropello
2021-10-25,13,Atropello
2021-10-26,15,Atropello
2021-10-27,13,Atropello
2021-10-28,13,Atropello
2021-10-29,15,Atropello
2021-10-30,13,Atropello
2021-10-31,11,Atropello
2021-11-01,11,Atropello
2021-11-02,16,Atropello
2021-11-03,14,Atropello
2021-11-04,13,Atropello
2021-11-05,14,Atropello
2021-11-06,13,Atropello
2021-11-07,13,Atropello
2021-11-08,12,Atropello
2021-11-09,16,Atropello
2021-11-10,12,Atropello
2021-11-11,13,Atropello
2021-11-12,13,Atropello
2021-11-13,11,Atropello
2021-11-14,12,Atropello
2021-11-15,11,Atropello
2021-11-16,13,Atropello
2021-11-17,11,Atropello
2021-11-18,13,Atropello
2021-11-19,14,Atropello
2021-11-20,13,Atropello
2021-11-21,13,Atropello
2021-11-22,11,Atropello
2021-11-23,13,Atropello
2021-11-24,13,Atropello
2021-11-25,14,Atropello
2021-11-26,15,Atropello
2021-11-27,12,Atropello
2021-11-28,15,Atropello
2021-11-29,12,Atropello
2021-11-30,14,Atropello
2021-12-01,14,Atropello
2021-12-02,14,Atropello
2021-12-03,14,Atropello
2021-12-04,13,Atropello
2021-12-05,16,Atropello
2021-12-06,12,Atropello
2021-12-07,14,Atropello
2021-12-08,13,Atropello
2021-12-09,14,Atropello
2021-12-10,14,Atropello
2021-12-11,13,Atropello
2021-12-12,16,Atropello
2021-12-13,12,Atropello
2021-12-14,13,Atropello
2021-12-15,11,Atropello
2021-12-16,11,Atropello
2021-12-17,13,Atropello
2021-12-18,12,Atropello
2021-12-19,14,Atropello
2021-12-20,13,Atropello
2021-12-21,14,Atropello
2021-12-22,13,Atropello
2021-12-23,12,Atropello
2021-12-24,13,Atropello
2021-12-25,11,Atropello
2021-12-26,13,Atropello
2021-12-27,12,Atropello
2021-12-28,14,Atropello
2021-12-29,13,Atropello
2021-12-30,12,Atropello
2021-12-31,13,Atropello
2022-01-01,9,Atropello
2022-01-02,12,Atropello
2022-01-03,13,Atropello
2022-01-04,16,Atropello
2022-01-05,15,Atropello
2022-01-06,13,Atropello
2022-01-07,12,Atropello
2022-01-08,10,Atropello
2022-01-09,11,Atropello
2022-01-10,12,Atropello
2022-01-11,15,Atropello
2022-01-12,14,Atropello
2022-01-13,13,Atropello
2022-01-14,13,Atropello
2022-01-15,12,Atropello
2022-01-16,9,Atropello
2022-01-17,11,Atropello
2022-01-18,16,Atropello
2022-01-19,14,Atropello
2022-01-20,14,Atropello
2022-01-21,13,Atropello
2022-01-22,12,Atropello
2022-01-23,10,Atropello
2022-01-24,12,Atropello
2022-01-25,16,Atropello
2022-01-26,13,Atropello
2022-01-27,15,Atropello
2022-01-28,14,Atropello
2022-01-29,13,Atropello
2022-01-30,11,Atropello
2022-01-31,12,Atropello
2022-02-01,15,Atropello
2022-02-02,12,Atropello
2022-02-03,13,Atropello
2022-02-04,14,Atropello
2022-02-05,12,Atropello
2022-02-06,12,Atropello
2022-02-07,11,Atropello
2022-02-08,14,Atropello
2022-02-09,11,Atropello
2022-02-10,13,Atropello
2022-02-11,15,Atropello
2022-02-12,13,Atropello
2022-02-13,14,Atropello
2022-02-14,12,Atropello
2022-02-15,15,Atropello
2022-02-16,12,Atropello
2022-02-17,15,Atropello
2022-02-18,14,Atropello
2022-02-19,13,Atropello
2022-02-20,13,Atropello
2022-02-21,14,Atropello
2022-02-22,16,Atropello
2022-02-23,13,Atropello
2022-02-24,15,Atropello
2022-02-25,13,Atropello
2022-02-26,13,Atropello
2022-02-27,11,Atropello
2022-02-28,12,Atropello
2022-03-01,15,Atropello
2022-03-02,13,Atropello
2022-03-03,15,Atropello
2022-03-04,13,Atropello
2022-03-05,12,Atropello
2022-03-06,11,Atropello
2022-03-07,13,Atropello
2022-03-08,15,Atropello
2022-03-09,14,Atropello
2022-03-10,13,Atropello
2022-03-11,13,Atropello
2022-03-12,13,Atropello
2022-03-13,13,Atropello
2022-03-14,13,Atropello
2022-03-15,13,Atropello
2022-03-16,14,Atropello
2022-03-17,14,Atropello
2022-03-18,13,Atropello
2022-03-19,13,Atropello
2022-03-20,14,Atropello
2022-03-21,13,Atropello
2022-03-22,12,Atropello
2022-03-23,15,Atropello
2022-03-24,14,Atropello
2022-03-25,14,Atropello
2022-03-26,15,Atropello
2022-03-27,14,Atropello
2022-03-28,13,Atropello
2022-03-29,13,Atropello
2022-03-30,13,Atropello
2022-03-31,13,Atropello
2022-04-01,14,Atropello
2022-04-02,16,Atropello
2022-04-03,16,Atropello
2022-04-04,11,Atropello
2022-04-05,13,Atropello
2022-04-06,13,Atropello
2022-04-07,14,Atropello
2022-04-08,15,Atropello
2022-04-09,14,Atropello
2022-04-10,16,Atropello
2022-04-11,12,Atropello
2022-04-12,13,Atropello
2022-04-13,13,Atropello
2022-04-14,12,Atropello
2022-04-15,13,Atropello
2022-04-16,11,Atropello
2022-04-17,16,Atropello
2022-04-18,13,Atropello
2022-04-19,15,Atropello
2022-04-20,14,Atropello
2022-04-21,14,Atropello
2022-04-22,13,Atropello
2022-04-23,11,Atropello
2022-04-24,15,Atropello
2022-04-25,14,Atropello
2022-04-26,15,Atropello
2022-04-27,14,Atropello
2022-04-28,14,Atropello
2022-04-29,14,Atropello
2022-04-30,11,Atropello
2022-05-01,12,Atropello
2022-05-02,13,Atropello
2022-05-03,15,Atropello
2022-05-04,15,Atropello
2022-05-05,13,Atropello
2022-05-06,14,Atropello
2022-05-07,14,Atropello
2022-05-08,11,Atropello
2022-05-09,14,Atropello
2022-05-10,16,Atropello
2022-05-11,15,Atropello
2022-05-12,15,Atropello
2022-05-13,14,Atropello
2022-05-14,12,Atropello
2022-05-15,10,Atropello
2022-05-16,12,Atropello
2022-05-17,15,Atropello
2022-05-18,14,Atropello
2022-05-19,14,Atropello
2022-05-20,13,Atropello
2022-05-21,14,Atropello
2022-05-22,11,Atropello
2022-05-23,14,Atropello
2022-05-24,13,Atropello
2022-05-25,15,Atropello
2022-05-26,15,Atropello
2022-05-27,13,Atropello
2022-05-28,15,Atropello
2022-05-29,10,Atropello
2022-05-30,13,Atropello
2022-05-31,12,Atropello
2022-06-01,14,Atropello
2022-06-02,15,Atropello
2022-06-03,14,Atropello
2022-06-04,15,Atropello
2022-06-05,11,Atropello
2022-06-06,13,Atropello
2022-06-07,12,Atropello
2022-06-08,15,Atropello
2022-06-09,15,Atropello
2022-06-10,12,Atropello
2022-06-11,15,Atropello
2022-06-12,10,Atropello
2022-06-13,13,Atropello
2022-06-14,12,Atropello
2022-06-15,12,Atropello
2022-06-16,13,Atropello
2022-06-17,12,Atropello
2022-06-18,14,Atropello
2022-06-19,10,Atropello
2022-06-20,12,Atropello
2022-06-21,13,Atropello
2022-06-22,12,Atropello
2022-06-23,12,Atropello
2022-06-24,12,Atropello
2022-06-25,14,Atropello
2022-06-26,11,Atropello
2022-06-27,10,Atropello
2022-06-28,12,Atropello
2022-06-29,12,Atropello
2022-06-30,12,Atropello
2022-07-01,10,Atropello
2022-07-02,15,Atropello
2022-07-03,11,Atropello
2022-07-04,11,Atropello
2022-07-05,14,Atropello
2022-07-06,12,Atropello
2022-07-07,14,Atropello
2022-07-08,12,Atropello
2022-07-09,14,Atropello
2022-07-10,12,Atropello
2022-07-11,10,Atropello
2022-07-12,14,Atropello
2022-07-13,14,Atropello
2022-07-14,16,Atropello
2022-07-15,13,Atropello
2022-07-16,14,Atropello
2022-07-17,12,Atropello
2022-07-18,11,Atropello
2022-07-19,14,Atropello
2022-07-20,12,Atropello
2022-07-21,15,Atropello
2022-07-22,13,Atropello
2022-07-23,13,Atropello
2022-07-24,11,Atropello
2022-07-25,11,Atropello
2022-07-26,13,Atropello
2022-07-27,12,Atropello
2022-07-28,15,Atropello
2022-07-29,13,Atropello
2022-07-30,12,Atropello
2022-07-31,12,Atropello
2022-08-01,12,Atropello
2022-08-02,10,Atropello
2022-08-03,13,Atropello
2022-08-04,14,Atropello
2022-08-05,14,Atropello
2022-08-06,11,Atropello
2022-08-07,10,Atropello
2022-08-08,12,Atropello
2022-08-09,11,Atropello
2022-08-10,14,Atropello
2022-08-11,15,Atropello
2022-08-12,14,Atropello
2022-08-13,11,Atropello
2022-08-14,12,Atropello
2022-08-15,12,Atropello
2022-08-16,11,Atropello
2022-08-17,13,Atropello
2022-08-18,14,Atropello
2022-08-19,14,Atropello
2022-08-20,12,Atropello
2022-08-21,13,Atropello
2022-08-22,12,Atropello
2022-08-23,12,Atropello
2022-08-24,13,Atropello
2022-08-25,16,Atropello
2022-08-26,15,Atropello
2022-08-27,10,Atropello
2022-08-28,14,Atropello
2022-08-29,11,Atropello
2022-08-30,13,Atropello
2022-08-31,12,Atropello
2022-09-01,16,Atropello
2022-09-02,15,Atropello
2022-09-03,11,Atropello
2022-09-04,14,Atropello
2022-09-05,12,Atropello
2022-09-06,14,Atropello
2022-09-07,14,Atropello
2022-09-08,15,Atropello
2022-09-09,14,Atropello
2022-09-10,11,Atropello
2022-09-11,15,Atropello
2022-09-12,15,Atropello
2022-09-13,13,Atropello
2022-09-14,14,Atropello
2022-09-15,16,Atropello
2022-09-16,11,Atropello
2022-09-17,12,Atropello
2022-09-18,15,Atropello
2022-09-19,14,Atropello
2022-09-20,13,Atropello
2022-09-21,15,Atropello
2022-09-22,16,Atropello
2022-09-23,11,Atropello
2022-09-24,12,Atropello
2022-09-25,15,Atropello
2022-09-26,13,Atropello
2022-09-27,12,Atropello
2022-09-28,15,Atropello
2022-09-29,15,Atropello
2022-09-30,11,Atropello
2022-10-01,12,Atropello
2022-10-02,15,Atropello
2022-10-03,13,Atropello
2022-10-04,12,Atropello
2022-10-05,13,Atropello
2022-10-06,14,Atropello
2022-10-07,11,Atropello
2022-10-08,11,Atropello
2022-10-09,13,Atropello
2022-10-10,15,Atropello
2022-10-11,13,Atropello
2022-10-12,14,Atropello
2022-10-13,12,Atropello
2022-10-14,13,Atropello
2022-10-15,11,Atropello
2022-10-16,13,Atropello
2022-10-17,12,Atropello
2022-10-18,14,Atropello
2022-10-19,15,Atropello
2022-10-20,13,Atropello
2022-10-21,12,Atropello
2022-10-22,11,Atropello
2022-10-23,12,Atropello
2022-10-24,13,Atropello
2022-10-25,13,Atropello
2022-10-26,14,Atropello
2022-10-27,13,Atropello
2022-10-28,12,Atropello
2022-10-29,12,Atropello
2022-10-30,12,Atropello
2022-10-31,12,Atropello
2022-11-01,11,Atropello
2022-11-02,13,Atropello
2022-11-03,15,Atropello
2022-11-04,14,Atropello
2022-11-05,11,Atropello
2022-11-06,12,Atropello
2022-11-07,13,Atropello
2022-11-08,12,Atropello
2022-11-09,12,Atropello
2022-11-10,16,Atropello
2022-11-11,14,Atropello
2022-11-12,11,Atropello
2022-11-13,13,Atropello
2022-11-14,11,Atropello
2022-11-15,11,Atropello
2022-11-16,12,Atropello
2022-11-17,16,Atropello
2022-11-18,13,Atropello
2022-11-19,11,Atropello
2022-11-20,14,Atropello
2022-11-21,14,Atropello
2022-11-22,13,Atropello
2022-11-23,13,Atropello
2022-11-24,14,Atropello
2022-11-25,14,Atropello
2022-11-26,11,Atropello
2022-11-27,14,Atropello
2022-11-28,13,Atropello
2022-11-29,14,Atropello
2022-11-30,13,Atropello
2022-12-01,13,Atropello
2022-12-02,11,Atropello
2022-12-03,13,Atropello
2022-12-04,14,Atropello
2022-12-05,14,Atropello
2022-12-06,12,Atropello
2022-12-07,12,Atropello
2022-12-08,11,Atropello
2022-12-09,11,Atropello
2022-12-10,12,Atropello
2022-12-11,15,Atropello
2022-12-12,15,Atropello
2022-12-13,14,Atropello
2022-12-14,11,Atropello
2022-12-15,10,Atropello
2022-12-16,11,Atropello
2022-12-17,12,Atropello
2022-12-18,15,Atropello
2022-12-19,13,Atropello
2022-12-20,13,Atropello
2022-12-21,12,Atropello
2022-12-22,10,Atropello
2022-12-23,12,Atropello
2022-12-24,14,Atropello
2022-12-25,13,Atropello
2022-12-26,12,Atropello
2022-12-27,12,Atropello
2022-12-28,12,Atropello
2022-12-29,13,Atropello
2022-12-30,13,Atropello
2022-12-31,13,Atropello
2020-12-08,9,Caida ocupante
2020-12-09,7,Caida ocupante
2020-12-10,12,Caida ocupante
2020-12-11,10,Caida ocupante
2020-12-12,4,Caida ocupante
2020-12-13,5,Caida ocupante
2020-12-14,7,Caida ocupante
2020-12-15,10,Caida ocupante
2020-12-16,7,Caida ocupante
2020-12-17,12,Caida ocupante
2020-12-18,11,Caida ocupante
2020-12-19,6,Caida ocupante
2020-12-20,7,Caida ocupante
2020-12-21,9,Caida ocupante
2020-12-22,10,Caida ocupante
2020-12-23,8,Caida ocupante
2020-12-24,11,Caida ocupante
2020-12-25,11,Caida ocupante
2020-12-26,6,Caida ocupante
2020-12-27,7,Caida ocupante
2020-12-28,10,Caida ocupante
2020-12-29,10,Caida ocupante
2020-12-30,8,Caida ocupante
2020-12-31,12,Caida ocupante
2021-01-01,9,Caida ocupante
2021-01-02,6,Caida ocupante
2021-01-03,9,Caida ocupante
2021-01-04,11,Caida ocupante
2021-01-05,11,Caida ocupante
2021-01-06,10,Caida ocupante
2021-01-07,12,Caida ocupante
2021-01-08,11,Caida ocupante
2021-01-09,6,Caida ocupante
2021-01-10,9,Caida ocupante
2021-01-11,10,Caida ocupante
2021-01-12,11,Caida ocupante
2021-01-13,11,Caida ocupante
2021-01-14,11,Caida ocupante
2021-01-15,11,Caida ocupante
2021-01-16,7,Caida ocupante
2021-01-17,10,Caida ocupante
2021-01-18,8,Caida ocupante
2021-01-19,11,Caida ocupante
2021-01-20,12,Caida ocupante
2021-01-21,11,Caida ocupante
2021-01-22,9,Caida ocupante
2021-01-23,7,Caida ocupante
2021-01-24,9,Caida ocupante
2021-01-25,8,Caida ocupante
2021-01-26,11,Caida ocupante
2021-01-27,12,Caida ocupante
2021-01-28,10,Caida ocupante
2021-01-29,9,Caida ocupante
2021-01-30,7,Caida ocupante
2021-01-31,10,Caida ocupante
2021-02-01,9,Caida ocupante
2021-02-02,12,Caida ocupante
2021-02-03,11,Caida ocupante
2021-02-04,10,Caida ocupante
2021-02-05,12,Caida ocupante
2021-02-06,8,Caida ocupante
2021-02-07,9,Caida ocupante
2021-02-08,10,Caida ocupante
2021-02-09,12,Caida ocupante
2021-02-10,11,Caida ocupante
2021-02-11,10,Caida ocupante
2021-02-12,12,Caida ocupante
2021-02-13,9,Caida ocupante
2021-02-14,10,Caida ocupante
2021-02-15,10,Caida ocupante
2021-02-16,10,Caida ocupante
2021-02-17,11,Caida ocupante
2021-02-18,10,Caida ocupante
2021-02-19,12,Caida ocupante
2021-02-20,10,Caida ocupante
2021-02-21,10,Caida ocupante
2021-02-22,11,Caida ocupante
2021-02-23,11,Caida ocupante
2021-02-24,11,Caida ocupante
2021-02-25,10,Caida ocupante
2021-02-26,12,Caida ocupante
2021-02-27,11,Caida ocupante
2021-02-28,11,Caida ocupante
2021-03-01,9,Caida ocupante
2021-03-02,10,Caida ocupante
2021-03-03,11,Caida ocupante
2021-03-04,11,Caida ocupante
2021-03-05,12,Caida ocupante
2021-03-06,13,Caida ocupante
2021-03-07,9,Caida ocupante
2021-03-08,9,Caida ocupante
2021-03-09,11,Caida ocupante
2021-03-10,11,Caida ocupante
2021-03-11,11,Caida ocupante
2021-03-12,13,Caida ocupante
2021-03-13,13,Caida ocupante
2021-03-14,11,Caida ocupante
2021-03-15,11,Caida ocupante
2021-03-16,11,Caida ocupante
2021-03-17,11,Caida ocupante
2021-03-18,11,Caida ocupante
2021-03-19,14,Caida ocupante
2021-03-20,12,Caida ocupante
2021-03-21,10,Caida ocupante
2021-03-22,10,Caida ocupante
2021-03-23,12,Caida ocupante
2021-03-24,11,Caida ocupante
2021-03-25,11,Caida ocupante
2021-03-26,13,Caida ocupante
2021-03-27,12,Caida ocupante
2021-03-28,10,Caida ocupante
2021-03-29,11,Caida ocupante
2021-03-30,12,Caida ocupante
2021-03-31,11,Caida ocupante
2021-04-01,7,Caida ocupante
2021-04-02,9,Caida ocupante
2021-04-03,12,Caida ocupante
2021-04-04,11,Caida ocupante
2021-04-05,11,Caida ocupante
2021-04-06,13,Caida ocupante
2021-04-07,11,Caida ocupante
2021-04-08,9,Caida ocupante
2021-04-09,9,Caida ocupante
2021-04-10,13,Caida ocupante
2021-04-11,10,Caida ocupante
2021-04-12,12,Caida ocupante
2021-04-13,13,Caida ocupante
2021-04-14,12,Caida ocupante
2021-04-15,8,Caida ocupante
2021-04-16,9,Caida ocupante
2021-04-17,12,Caida ocupante
2021-04-18,10,Caida ocupante
2021-04-19,12,Caida ocupante
2021-04-20,13,Caida ocupante
2021-04-21,11,Caida ocupante
2021-04-22,7,Caida ocupante
2021-04-23,11,Caida ocupante
2021-04-24,11,Caida ocupante
2021-04-25,10,Caida ocupante
2021-04-26,11,Caida ocupante
2021-04-27,14,Caida ocupante
2021-04-28,12,Caida ocupante
2021-04-29,7,Caida ocupante
2021-04-30,11,Caida ocupante
2021-05-01,10,Caida ocupante
2021-05-02,10,Caida ocupante
2021-05-03,12,Caida ocupante
2021-05-04,13,Caida ocupante
2021-05-05,13,Caida ocupante
2021-05-06,8,Caida ocupante
2021-05-07,11,Caida ocupante
2021-05-08,9,Caida ocupante
2021-05-09,10,Caida ocupante
2021-05-10,11,Caida ocupante
2021-05-11,14,Caida ocupante
2021-05-12,12,Caida ocupante
2021-05-13,9,Caida ocupante
2021-05-14,12,Caida ocupante
2021-05-15,9,Caida ocupante
2021-05-16,12,Caida ocupante
2021-05-17,10,Caida ocupante
2021-05-18,14,Caida ocupante
2021-05-19,11,Caida ocupante
2021-05-20,11,Caida ocupante
2021-05-21,11,Caida ocupante
2021-05-22,11,Caida ocupante
2021-05-23,11,Caida ocupante
2021-05-24,8,Caida ocupante
2021-05-25,13,Caida ocupante
2021-05-26,13,Caida ocupante
2021-05-27,11,Caida ocupante
2021-05-28,11,Caida ocupante
2021-05-29,10,Caida ocupante
2021-05-30,11,Caida ocupante
2021-05-31,11,Caida ocupante
2021-06-01,11,Caida ocupante
2021-06-02,14,Caida ocupante
2021-06-03,12,Caida ocupante
2021-06-04,11,Caida ocupante
2021-06-05,9,Caida ocupante
2021-06-06,11,Caida ocupante
2021-06-07,8,Caida ocupante
2021-06-08,10,Caida ocupante
2021-06-09,13,Caida ocupante
2021-06-10,11,Caida ocupante
2021-06-11,10,Caida ocupante
2021-06-12,10,Caida ocupante
2021-06-13,11,Caida ocupante
2021-06-14,7,Caida ocupante
2021-06-15,8,Caida ocupante
2021-06-16,11,Caida ocupante
2021-06-17,10,Caida ocupante
2021-06-18,9,Caida ocupante
2021-06-19,10,Caida ocupante
2021-06-20,10,Caida ocupante
2021-06-21,8,Caida ocupante
2021-06-22,10,Caida ocupante
2021-06-23,13,Caida ocupante
2021-06-24,9,Caida ocupante
2021-06-25,9,Caida ocupante
2021-06-26,9,Caida ocupante
2021-06-27,9,Caida ocupante
2021-06-28,7,Caida ocupante
2021-06-29,10,Caida ocupante
2021-06-30,11,Caida ocupante
2021-07-01,10,Caida ocupante
2021-07-02,10,Caida ocupante
2021-07-03,11,Caida ocupante
2021-07-04,9,Caida ocupante
2021-07-05,6,Caida ocupante
2021-07-06,11,Caida ocupante
2021-07-07,12,Caida ocupante
2021-07-08,9,Caida ocupante
2021-07-09,10,Caida ocupante
2021-07-10,10,Caida ocupante
2021-07-11,9,Caida ocupante
2021-07-12,9,Caida ocupante
2021-07-13,10,Caida ocupante
2021-07-14,12,Caida ocupante
2021-07-15,11,Caida ocupante
2021-07-16,9,Caida ocupante
2021-07-17,9,Caida ocupante
2021-07-18,9,Caida ocupante
2021-07-19,11,Caida ocupante
2021-07-20,9,Caida ocupante
2021-07-21,12,Caida ocupante
2021-07-22,10,Caida ocupante
2021-07-23,10,Caida ocupante
2021-07-24,10,Caida ocupante
2021-07-25,8,Caida ocupante
2021-07-26,10,Caida ocupante
2021-07-27,9,Caida ocupante
2021-07-28,11,Caida ocupante
2021-07-29,12,Caida ocupante
2021-07-30,10,Caida ocupante
2021-07-31,9,Caida ocupante
2021-08-01,8,Caida ocupante
2021-08-02,11,Caida ocupante
2021-08-03,11,Caida ocupante
2021-08-04,12,Caida ocupante
2021-08-05,10,Caida ocupante
2021-08-06,11,Caida ocupante
2021-08-07,7,Caida ocupante
2021-08-08,8,Caida ocupante
2021-08-09,11,Caida ocupante
2021-08-10,13,Caida ocupante
2021-08-11,12,Caida ocupante
2021-08-12,11,Caida ocupante
2021-08-13,12,Caida ocupante
2021-08-14,7,Caida ocupante
2021-08-15,9,Caida ocupante
2021-08-16,9,Caida ocupante
2021-08-17,12,Caida ocupante
2021-08-18,12,Caida ocupante
2021-08-19,11,Caida ocupante
2021-08-20,10,Caida ocupante
2021-08-21,7,Caida ocupante
2021-08-22,9,Caida ocupante
2021-08-23,10,Caida ocupante
2021-08-24,12,Caida ocupante
2021-08-25,13,Caida ocupante
2021-08-26,10,Caida ocupante
2021-08-27,10,Caida ocupante
2021-08-28,8,Caida ocupante
2021-08-29,10,Caida ocupante
2021-08-30,11,Caida ocupante
2021-08-31,11,Caida ocupante
2021-09-01,12,Caida ocupante
2021-09-02,10,Caida ocupante
2021-09-03,10,Caida ocupante
2021-09-04,9,Caida ocupante
2021-09-05,11,Caida ocupante
2021-09-06,14,Caida ocupante
2021-09-07,10,Caida ocupante
2021-09-08,11,Caida ocupante
2021-09-09,11,Caida ocupante
2021-09-10,12,Caida ocupante
2021-09-11,10,Caida ocupante
2021-09-12,10,Caida ocupante
2021-09-13,13,Caida ocupante
2021-09-14,9,Caida ocupante
2021-09-15,13,Caida ocupante
2021-09-16,11,Caida ocupante
2021-09-17,10,Caida ocupante
2021-09-18,10,Caida ocupante
2021-09-19,9,Caida ocupante
2021-09-20,12,Caida ocupante
2021-09-21,10,Caida ocupante
2021-09-22,13,Caida ocupante
2021-09-23,10,Caida ocupante
2021-09-24,10,Caida ocupante
2021-09-25,11,Caida ocupante
2021-09-26,10,Caida ocupante
2021-09-27,12,Caida ocupante
2021-09-28,11,Caida ocupante
2021-09-29,13,Caida ocupante
2021-09-30,8,Caida ocupante
2021-10-01,9,Caida ocupante
2021-10-02,12,Caida ocupante
2021-10-03,10,Caida ocupante
2021-10-04,10,Caida ocupante
2021-10-05,12,Caida ocupante
2021-10-06,12,Caida ocupante
2021-10-07,9,Caida ocupante
2021-10-08,10,Caida ocupante
2021-10-09,11,Caida ocupante
2021-10-10,9,Caida ocupante
2021-10-11,10,Caida ocupante
2021-10-12,13,Caida ocupante
2021-10-13,11,Caida ocupante
2021-10-14,8,Caida ocupante
2021-10-15,10,Caida ocupante
2021-10-16,10,Caida ocupante
2021-10-17,10,Caida ocupante
2021-10-18,8,Caida ocupante
2021-10-19,12,Caida ocupante
2021-10-20,12,Caida ocupante
2021-10-21,11,Caida ocupante
2021-10-22,10,Caida ocupante
2021-10-23,11,Caida ocupante
2021-10-24,10,Caida ocupante
2021-10-25,10,Caida ocupante
2021-10-26,13,Caida ocupante
2021-10-27,11,Caida ocupante
2021-10-28,11,Caida ocupante
2021-10-29,12,Caida ocupante
2021-10-30,11,Caida ocupante
2021-10-31,9,Caida ocupante
2021-11-01,9,Caida ocupante
2021-11-02,13,Caida ocupante
2021-11-03,12,Caida ocupante
2021-11-04,11,Caida ocupante
2021-11-05,11,Caida ocupante
2021-11-06,10,Caida ocupante
2021-11-07,11,Caida ocupante
2021-11-08,9,Caida ocupante
2021-11-09,13,Caida ocupante
2021-11-10,10,Caida ocupante
2021-11-11,11,Caida ocupante
2021-11-12,11,Caida ocupante
2021-11-13,9,Caida ocupante
2021-11-14,10,Caida ocupante
2021-11-15,9,Caida ocupante
2021-11-16,10,Caida ocupante
2021-11-17,9,Caida ocupante
2021-11-18,10,Caida ocupante
2021-11-19,12,Caida ocupante
2021-11-20,11,Caida ocupante
2021-11-21,11,Caida ocupante
2021-11-22,8,Caida ocupante
2021-11-23,10,Caida ocupante
2021-11-24,11,Caida ocupante
2021-11-25,12,Caida ocupante
2021-11-26,12,Caida ocupante
2021-11-27,10,Caida ocupante
2021-11-28,13,Caida ocupante
2021-11-29,9,Caida ocupante
2021-11-30,12,Caida ocupante
2021-12-01,11,Caida ocupante
2021-12-02,12,Caida ocupante
2021-12-03,12,Caida ocupante
2021-12-04,11,Caida ocupante
2021-12-05,13,Caida ocupante
2021-12-06,10,Caida ocupante
2021-12-07,12,Caida ocupante
2021-12-08,10,Caida ocupante
2021-12-09,12,Caida ocupante
2021-12-10,11,Caida ocupante
2021-12-11,11,Caida ocupante
2021-12-12,13,Caida ocupante
2021-12-13,10,Caida ocupante
2021-12-14,11,Caida ocupante
2021-12-15,9,Caida ocupante
2021-12-16,9,Caida ocupante
2021-12-17,11,Caida ocupante
2021-12-18,10,Caida ocupante
2021-12-19,12,Caida ocupante
2021-12-20,10,Caida ocupante
2021-12-21,11,Caida ocupante
2021-12-22,10,Caida ocupante
2021-12-23,10,Caida ocupante
2021-12-24,11,Caida ocupante
2021-12-25,9,Caida ocupante
2021-12-26,11,Caida ocupante
2021-12-27,10,Caida ocupante
2021-12-28,12,Caida ocupante
2021-12-29,11,Caida ocupante
2021-12-30,9,Caida ocupante
2021-12-31,11,Caida ocupante
2022-01-01,7,Caida ocupante
2022-01-02,10,Caida ocupante
2022-01-03,10,Caida ocupante
2022-01-04,13,Caida ocupante
2022-01-05,12,Caida ocupante
2022-01-06,11,Caida ocupante
2022-01-07,10,Caida ocupante
2022-01-08,7,Caida ocupante
2022-01-09,9,Caida ocupante
2022-01-10,9,Caida ocupante
2022-01-11,12,Caida ocupante
2022-01-12,12,Caida ocupante
2022-01-13,11,Caida ocupante
2022-01-14,11,Caida ocupante
2022-01-15,9,Caida ocupante
2022-01-16,7,Caida ocupante
2022-01-17,9,Caida ocupante
2022-01-18,13,Caida ocupante
2022-01-19,12,Caida ocupante
2022-01-20,12,Caida ocupante
2022-01-21,10,Caida ocupante
2022-01-22,9,Caida ocupante
2022-01-23,8,Caida ocupante
2022-01-24,10,Caida ocupante
2022-01-25,13,Caida ocupante
2022-01-26,11,Caida ocupante
2022-01-27,12,Caida ocupante
2022-01-28,12,Caida ocupante
2022-01-29,11,Caida ocupante
2022-01-30,9,Caida ocupante
2022-01-31,10,Caida ocupante
2022-02-01,12,Caida ocupante
2022-02-02,10,Caida ocupante
2022-02-03,10,Caida ocupante
2022-02-04,12,Caida ocupante
2022-02-05,10,Caida ocupante
2022-02-06,10,Caida ocupante
2022-02-07,9,Caida ocupante
2022-02-08,12,Caida ocupante
2022-02-09,9,Caida ocupante
2022-02-10,11,Caida ocupante
2022-02-11,13,Caida ocupante
2022-02-12,11,Caida ocupante
2022-02-13,12,Caida ocupante
2022-02-14,10,Caida ocupante
2022-02-15,13,Caida ocupante
2022-02-16,10,Caida ocupante
2022-02-17,12,Caida ocupante
2022-02-18,11,Caida ocupante
2022-02-19,10,Caida ocupante
2022-02-20,11,Caida ocupante
2022-02-21,11,Caida ocupante
2022-02-22,13,Caida ocupante
2022-02-23,10,Caida ocupante
2022-02-24,13,Caida ocupante
2022-02-25,11,Caida ocupante
2022-02-26,11,Caida ocupante
2022-02-27,9,Caida ocupante
2022-02-28,10,Caida ocupante
2022-03-01,12,Caida ocupante
2022-03-02,11,Caida ocupante
2022-03-03,12,Caida ocupante
2022-03-04,11,Caida ocupante
2022-03-05,10,Caida ocupante
2022-03-06,9,Caida ocupante
2022-03-07,11,Caida ocupante
2022-03-08,13,Caida ocupante
2022-03-09,12,Caida ocupante
2022-03-10,11,Caida ocupante
2022-03-11,11,Caida ocupante
2022-03-12,10,Caida ocupante
2022-03-13,11,Caida ocupante
2022-03-14,11,Caida ocupante
2022-03-15,10,Caida ocupante
2022-03-16,12,Caida ocupante
